customer_id,credit_score,country,gender,age,tenure
15595728,523,Germany,Male,41,0
15735388,717,France,Female,25,7
15788535,593,Spain,Male,44,5
15765902,706,Germany,Male,38,5
15642345,714,Germany,Female,49,4
15641250,794,Spain,Male,38,9
15706163,518,Germany,Male,46,4
15746708,589,Germany,Male,55,7
15775203,824,France,Male,45,3
15787907,719,Germany,Female,42,5
15646764,617,Germany,Female,58,3
15678284,651,France,Male,35,7
15726791,637,Spain,Female,45,2
15813144,554,France,Female,26,7
15669342,731,Germany,Male,35,2
15710366,569,Spain,Female,42,1
15614934,625,Germany,Female,37,4
15588701,592,France,Female,38,4
15665438,669,France,Male,43,1
15644896,663,Germany,Male,32,3
15670205,518,Germany,Female,41,5
15635776,686,Germany,Female,43,5
15791053,709,Germany,Male,45,4
15644005,571,France,Female,33,9
15796343,707,France,Female,31,2
15751057,701,Germany,Male,32,5
15623430,672,France,Male,34,9
15682600,620,Germany,Male,39,9
15769312,557,Spain,Male,48,10
15708212,648,Spain,Female,54,7
15650258,479,France,Female,35,2
15604345,730,France,Female,22,9
15578297,737,Germany,Female,43,1
15671789,616,France,Male,31,3
15726186,639,Spain,Male,29,4
15764618,815,Spain,Female,39,6
15730738,786,Spain,Male,31,9
15637650,549,France,Male,50,9
15606267,622,France,Female,38,4
15625904,624,France,Male,26,9
15654463,841,France,Male,34,4
15774151,614,Spain,Female,41,7
15693259,676,France,Male,30,1
15642468,697,France,Male,42,9
15758531,732,France,Female,40,10
15728352,623,France,Male,27,4
15637240,541,France,Male,46,4
15595588,773,Spain,Female,39,4
15778395,762,Germany,Male,34,4
15711825,655,Spain,Female,35,1
15599251,602,Germany,Male,32,7
15570004,850,France,Male,31,3
15656912,649,Spain,Male,51,4
15657342,850,Germany,Male,28,4
15716284,543,France,Male,43,9
15672374,672,France,Male,52,8
15732476,600,France,Female,27,3
15747724,671,Spain,Female,34,10
15633877,706,Spain,Female,42,8
15672516,541,Germany,Male,51,7
15607827,711,Germany,Male,34,4
15751336,630,Spain,Male,30,3
15646539,531,France,Male,31,3
15756901,641,France,Female,26,4
15809286,631,Germany,Male,37,8
15759021,685,France,Male,35,9
15725039,702,Spain,Male,32,8
15579130,708,Germany,Female,43,0
15754112,653,Spain,Male,55,7
15735522,654,Germany,Male,37,2
15613326,596,France,Female,33,1
15739502,549,Germany,Female,31,9
15670914,754,France,Male,38,2
15604073,815,Germany,Female,25,8
15806027,556,France,Female,52,9
15574886,706,France,Male,32,6
15707120,850,France,Male,46,9
15800845,732,Spain,Female,33,8
15603914,614,France,Male,40,6
15722765,580,Spain,Female,57,0
15783305,593,France,Female,46,7
15574842,653,Germany,Female,25,2
15607837,746,France,Female,29,4
15714877,662,France,Female,29,10
15782941,573,France,Male,31,2
15630167,684,Spain,Female,39,4
15759038,793,France,Female,41,3
15661821,798,Germany,Female,49,5
15728006,524,France,Male,40,2
15712176,816,France,Male,31,8
15689351,742,Germany,Female,41,4
15782247,540,France,Male,22,4
15769064,537,Germany,Male,39,3
15718153,759,Spain,Female,74,6
15613189,774,France,Female,52,2
15661734,608,Germany,Male,42,8
15592645,704,Spain,Male,37,4
15768387,581,France,Male,41,8
15792525,628,Germany,Female,61,1
15586976,566,France,Female,42,6
15790659,701,Spain,Male,59,7
15691446,735,Spain,Male,29,10
15772632,680,France,Female,34,1
15706587,560,France,Male,57,0
15572461,663,Germany,Female,29,4
15654409,665,France,Female,34,5
15568025,758,France,Male,51,8
15715769,621,France,Male,26,2
15667458,764,Germany,Male,28,10
15567980,537,Germany,Female,46,5
15679294,589,France,Female,46,10
15606507,555,France,Male,24,5
15578825,734,France,Female,29,0
15619935,783,Spain,Female,59,9
15636089,678,Germany,Female,51,1
15727490,661,France,Male,47,5
15591766,607,Spain,Female,25,4
15641629,537,Spain,Female,38,1
15813303,513,Spain,Male,88,10
15756920,576,France,Male,63,9
15726403,660,Germany,Male,41,1
15592765,637,France,Male,40,8
15704442,672,France,Female,53,9
15641136,629,France,Male,32,2
15725818,583,Germany,Male,40,4
15612071,763,Spain,Female,32,10
15719809,516,Germany,Male,32,3
15716518,617,France,Female,27,4
15742210,700,France,Male,38,9
15630617,727,Germany,Male,36,6
15720838,689,Spain,Female,31,3
15595537,626,Germany,Male,49,9
15623196,686,France,Male,38,6
15679249,351,Germany,Female,57,4
15693199,739,France,Female,37,8
15661219,627,France,Male,32,10
15617136,451,Germany,Female,38,9
15760294,512,France,Female,41,8
15652808,774,France,Female,41,5
15657139,652,France,Female,40,8
15803790,638,Germany,Male,37,2
15764105,475,France,Female,57,1
15672610,567,Spain,Male,40,4
15766896,750,France,Male,37,3
15587735,850,France,Male,39,6
15659501,753,France,Female,38,6
15745001,683,Spain,Female,36,7
15651140,710,France,Female,32,3
15571148,645,Spain,Female,21,1
15776824,714,France,Male,28,6
15633141,696,Germany,Female,35,4
15764174,612,Spain,Female,26,4
15778155,520,Germany,Female,31,3
15715920,782,Spain,Male,23,10
15671917,666,France,Male,46,5
15666548,466,Germany,Female,56,2
15625623,567,France,Female,45,4
15748123,613,France,Male,20,3
15648735,718,France,Male,37,8
15634974,614,France,Female,37,8
15713378,711,France,Male,38,10
15753370,691,Germany,Female,38,5
15782659,527,France,Male,32,0
15583364,476,France,Female,32,6
15625942,619,Spain,Female,45,0
15720284,607,Germany,Female,37,4
15679642,695,Spain,Male,44,8
15628007,653,France,Male,33,1
15661974,677,France,Male,46,2
15689341,655,France,Female,50,10
15607993,625,France,Female,52,2
15693267,679,Germany,Female,34,7
15769522,734,France,Male,51,1
15755825,666,France,Male,39,10
15598175,592,Germany,Female,26,4
15744327,564,France,Male,40,4
15798666,814,France,Female,36,6
15577064,592,Germany,Male,36,2
15759436,758,France,Female,50,2
15690231,612,Spain,Female,62,0
15751561,498,Germany,Male,61,7
15739068,638,Germany,Male,25,4
15758056,558,France,Male,35,1
15742269,756,France,Female,24,1
15726490,782,Spain,Male,52,4
15738411,505,France,Male,34,10
15727919,671,Spain,Female,29,6
15709396,801,France,Male,42,6
15654106,604,France,Male,26,8
15621653,716,France,Female,29,10
15598086,624,France,Female,45,3
15752300,607,Germany,Male,47,4
15658693,827,France,Female,60,2
15631838,606,France,Male,61,5
15803804,717,Germany,Female,35,5
15578809,651,Germany,Male,40,1
15752026,691,France,Male,58,3
15723706,573,France,Female,33,0
15752838,723,Spain,Male,38,6
15569571,584,Germany,Female,46,6
15769703,550,Germany,Female,45,8
15679770,611,France,Female,61,3
15791102,549,Germany,Male,41,9
15655192,850,Spain,Female,24,1
15709487,668,Germany,Male,34,5
15687130,686,France,Female,43,0
15755178,660,France,Male,50,1
15634772,682,Spain,Female,59,0
15617197,524,France,Male,50,4
15631240,645,France,Female,36,8
15784301,850,France,Male,42,0
15631310,537,France,Female,53,3
15756560,599,Spain,Female,46,7
15732270,727,Spain,Male,71,8
15739357,756,Spain,Male,30,2
15771540,755,France,Male,38,9
15567486,634,Spain,Female,41,4
15714634,837,France,Male,26,4
15727021,727,Germany,Female,30,8
15650670,567,Germany,Female,40,2
15711834,650,Spain,Female,30,6
15729763,655,Spain,Male,34,1
15646566,763,France,Female,58,9
15645463,843,France,Female,27,5
15672144,667,France,Female,38,6
15596088,705,France,Female,50,4
15614878,660,Germany,Female,29,6
15635240,553,France,Male,42,1
15775905,612,Germany,Female,47,6
15700657,641,Germany,Female,40,2
15611905,513,Spain,Female,31,5
15652527,680,France,Male,44,7
15785865,711,France,Male,58,9
15645942,689,Spain,Male,40,2
15688691,665,Germany,Female,51,9
15592736,551,Germany,Male,54,5
15673529,645,Spain,Male,36,4
15724145,616,Germany,Male,29,8
15704629,582,France,Female,32,1
15597896,365,Germany,Male,30,0
15731790,697,Germany,Female,38,6
15634719,704,France,Male,31,0
15703205,656,France,Female,46,5
15567333,712,France,Female,31,7
15754537,748,France,Male,40,0
15612030,724,France,Male,28,9
15573242,691,France,Male,50,6
15601892,563,France,Male,33,8
15663885,741,France,Male,32,5
15701096,778,France,Male,44,8
15710450,848,Spain,Male,22,7
15790846,634,Germany,Male,38,2
15658956,505,Germany,Male,40,6
15755223,692,Germany,Male,53,7
15787318,537,Germany,Female,47,6
15737310,633,France,Male,29,10
15763665,833,France,Female,28,4
15668818,592,Spain,Female,40,2
15765812,587,Spain,Male,48,1
15704844,550,Spain,Male,62,7
15744582,680,France,Female,24,10
15616700,622,Spain,Female,41,9
15683521,594,Germany,Male,28,0
15583049,643,Germany,Female,34,7
15643752,540,France,Male,25,5
15620398,635,Spain,Female,34,5
15715707,657,France,Male,32,3
15814209,814,France,Male,31,1
15733768,600,France,Male,32,1
15755242,682,France,Female,46,2
15729412,682,France,Male,38,4
15746564,566,France,Male,42,3
15588446,550,Spain,Male,34,3
15665221,630,France,Male,26,7
15640846,546,Germany,Female,58,3
15700209,486,France,Male,63,9
15658360,762,Spain,Male,35,9
15602735,692,Germany,Male,45,6
15724834,498,France,Female,30,1
15800062,850,Spain,Male,49,8
15685300,603,France,Male,35,6
15760102,551,France,Female,36,5
15787026,627,Germany,Male,27,0
15653696,515,France,Female,28,9
15788946,605,Spain,Female,29,3
15600724,567,Germany,Male,29,5
15574324,568,Germany,Female,29,2
15707144,571,Germany,Male,25,6
15775891,634,Germany,Male,48,2
15711789,768,Spain,Female,42,3
15600879,554,Germany,Female,36,3
15681196,629,France,Male,35,1
15716000,638,Spain,Male,48,2
15766776,576,France,Male,41,1
15680278,661,Spain,Female,42,9
15688637,592,France,Female,27,4
15591179,702,Spain,Male,30,2
15677435,647,France,Female,29,0
15698619,593,France,Male,43,9
15581036,712,Germany,Female,40,3
15622117,625,Spain,Female,31,8
15599301,538,Germany,Female,28,6
15581548,637,Spain,Female,22,5
15586870,632,France,Male,27,4
15735263,736,France,Male,27,5
15765322,755,France,Male,23,5
15582944,425,Spain,Female,39,5
15687162,461,France,Male,51,9
15644962,745,France,Male,21,4
15612615,616,France,Female,37,6
15813439,587,France,Male,33,5
15604544,850,Germany,Male,40,4
15761348,601,France,Female,38,0
15785078,730,Spain,Male,26,3
15759874,532,France,Male,44,3
15643658,850,Germany,Male,53,2
15713267,779,Spain,Female,34,5
15737782,562,France,Male,29,9
15815490,670,Germany,Male,40,2
15679410,729,France,Female,62,4
15756241,767,France,Female,44,2
15688409,742,France,Female,28,2
15742272,669,France,Female,44,8
15717898,542,Spain,Male,32,2
15769582,586,France,Male,29,3
15635660,612,Germany,Male,30,9
15576723,740,France,Female,37,7
15591577,584,France,Male,35,3
15582325,524,France,Male,52,2
15693947,614,France,Female,19,5
15760446,598,France,Female,64,9
15611105,799,Spain,Male,35,7
15630920,724,France,Male,34,2
15574910,601,France,Male,50,2
15756472,804,France,Male,25,7
15682890,745,Germany,Male,38,5
15641994,667,Germany,Male,43,1
15733297,518,France,Female,38,10
15767793,819,France,Female,38,10
15725698,520,Spain,Female,35,4
15813532,625,France,Female,39,5
15576760,673,Germany,Male,36,5
15732102,656,Germany,Female,27,3
15739046,850,Spain,Female,23,9
15631927,574,Spain,Female,28,7
15672115,679,France,Male,60,6
15618765,530,Germany,Female,42,0
15679148,508,France,Male,44,3
15728474,558,Germany,Male,32,4
15636999,414,France,Male,38,8
15754261,648,Spain,Male,42,2
15629150,721,France,Female,37,1
15736274,751,France,Male,31,8
15627697,662,France,Male,34,2
15721585,628,Germany,Male,29,3
15639946,597,Germany,Female,39,8
15792176,698,Spain,Female,40,0
15699450,723,France,Male,48,7
15729954,586,France,Female,28,5
15600103,633,Germany,Female,29,8
15786200,564,France,Male,31,4
15797010,649,France,Female,31,2
15670172,622,France,Female,30,4
15627352,459,Germany,Male,46,7
15622494,718,France,Male,27,2
15585835,655,Spain,Female,34,4
15595071,696,France,Male,22,9
15628203,637,France,Female,38,3
15667190,630,Spain,Female,21,1
15780212,592,France,Male,37,4
15766869,634,Germany,Male,37,1
15775741,608,France,Female,28,9
15628170,565,Germany,Female,32,9
15701318,763,Spain,Male,67,9
15710928,665,France,Female,55,8
15682547,649,France,Male,38,1
15631170,695,France,Male,45,3
15648702,775,Germany,Male,70,6
15783444,788,France,Female,39,3
15809178,569,Germany,Female,42,9
15806688,726,Spain,Female,56,8
15576824,564,Germany,Female,44,3
15675422,544,France,Female,32,9
15681550,614,France,Female,41,8
15812628,453,Germany,Female,38,8
15597951,471,France,Female,58,4
15807045,829,Germany,Female,37,3
15581748,754,Germany,Male,57,2
15770420,749,Germany,Male,46,10
15608230,667,France,Male,23,1
15730339,670,Spain,Male,30,3
15712584,670,France,Female,33,7
15592816,623,Germany,Female,48,1
15641480,571,France,Male,32,5
15708505,641,Germany,Female,37,7
15791131,551,Germany,Female,30,2
15618225,741,Germany,Male,36,8
15644724,472,France,Male,31,4
15662098,650,Spain,Male,41,3
15723894,625,France,Male,45,7
15787699,650,Germany,Male,34,4
15687738,535,France,Female,38,8
15576126,649,France,Female,41,2
15658889,689,France,Male,22,4
15667046,694,Spain,Male,38,7
15669957,655,Germany,Male,52,9
15655794,620,France,Male,36,8
15599829,577,France,Female,35,10
15753332,401,Germany,Male,48,8
15671124,599,France,Male,25,6
15767474,481,France,Female,57,9
15720671,704,France,Male,42,8
15626787,698,Spain,Female,31,8
15774491,480,France,Female,28,6
15579647,682,France,Male,42,0
15625522,700,Spain,Male,31,7
15765806,492,France,Male,29,1
15566708,444,France,Female,45,4
15668347,624,France,Male,36,6
15575214,709,France,Male,37,7
15591123,557,Germany,Male,68,2
15573280,646,Germany,Male,50,6
15589018,719,Germany,Male,28,3
15654495,706,Germany,Female,47,6
15597265,660,France,Male,38,7
15733876,667,France,Male,36,9
15677217,705,France,Male,30,1
15747265,598,Germany,Female,27,10
15713379,669,France,Male,26,4
15730433,580,Germany,Female,38,1
15693347,676,France,Female,32,5
15715465,714,Germany,Male,28,7
15680736,597,Germany,Female,72,6
15610765,559,France,Male,29,1
15650034,564,France,Female,28,1
15782468,850,Spain,Male,51,3
15685109,689,France,Male,39,7
15776233,758,Germany,Female,61,8
15761141,604,Spain,Female,71,10
15781702,733,Germany,Male,38,9
15790235,778,Spain,Male,40,8
15641416,732,Germany,Female,61,9
15775234,646,France,Male,24,8
15659475,597,France,Female,33,6
15642202,821,Germany,Female,37,5
15771417,640,France,Male,43,7
15585100,511,Germany,Female,40,9
15700487,805,France,Male,46,6
15726589,540,Germany,Male,39,1
15747503,705,Spain,Male,44,0
15595883,540,Germany,Male,39,4
15663826,532,Spain,Female,66,3
15742820,535,France,Female,45,2
15624793,627,Germany,Male,23,5
15597930,646,France,Male,52,8
15665110,515,France,Female,25,7
15770719,697,France,Female,39,6
15731327,652,Germany,Male,27,2
15576044,579,Germany,Male,28,6
15775662,760,France,Male,43,8
15646817,769,France,Male,51,9
15596060,498,Spain,Male,29,8
15723299,774,France,Male,53,4
15636982,705,Germany,Female,43,7
15751175,648,France,Female,44,2
15618936,688,France,Female,51,5
15787529,592,Spain,Male,38,0
15780128,705,France,Male,33,3
15615991,654,France,Male,42,7
15757001,624,France,Female,32,2
15595388,594,France,Female,30,10
15699550,695,Spain,Female,34,9
15581620,597,France,Male,28,2
15600934,758,France,Female,52,7
15738672,737,Germany,Female,40,2
15721307,694,Germany,Male,37,1
15619280,683,France,Male,25,4
15768244,538,Spain,Female,30,8
15806837,669,France,Male,37,4
15643496,730,France,Female,34,5
15813916,622,France,Female,31,1
15626385,714,Spain,Female,33,10
15603582,569,Spain,Female,34,3
15764351,668,Germany,Female,59,5
15667938,628,France,Male,32,9
15576360,600,France,Male,40,1
15628813,693,France,Female,43,4
15584190,704,France,Male,36,7
15716449,527,Spain,Male,33,9
15759913,553,Germany,Male,43,6
15701555,575,Spain,Male,53,1
15758482,626,France,Female,32,0
15758171,582,France,Male,20,4
15680346,683,Spain,Male,40,8
15649124,850,France,Male,30,9
15812917,653,Spain,Male,35,6
15768455,679,France,Male,60,8
15703059,549,Germany,Female,49,6
15646196,850,Spain,Female,36,2
15585451,558,Germany,Female,32,1
15714057,528,Spain,Male,40,4
15748473,801,France,Male,38,5
15785782,513,Spain,Male,48,2
15693233,666,Germany,Male,38,6
15757521,606,France,Male,35,2
15812513,599,Germany,Male,45,10
15674950,544,Germany,Male,39,4
15678572,529,Spain,Male,38,7
15713608,850,France,Female,41,5
15579262,497,France,Male,41,9
15610426,764,France,Female,39,5
15776454,603,France,Female,48,5
15771483,609,France,Male,40,6
15648489,487,France,Male,53,4
15646609,748,France,Male,33,1
15693203,710,Spain,Female,75,5
15813067,432,Germany,Female,45,3
15769829,534,Spain,Male,51,3
15662434,607,France,Male,25,3
15773503,551,Spain,Male,32,4
15705890,674,France,Male,45,7
15711398,525,France,Female,25,6
15752375,645,Germany,Male,33,8
15659175,755,France,Female,43,9
15597033,708,Germany,Male,37,8
15590228,715,France,Male,21,6
15631848,727,France,Female,26,9
15654211,559,Spain,Female,27,1
15707968,545,Spain,Male,36,8
15594084,524,France,Male,22,9
15651093,707,France,Female,55,1
15798824,671,Spain,Male,38,0
15671591,439,Spain,Male,52,3
15707189,667,Germany,Female,36,1
15733581,831,Germany,Male,32,9
15641640,545,Spain,Female,33,7
15585284,604,Spain,Female,35,7
15617866,657,Spain,Male,67,5
15667751,487,Spain,Female,36,1
15669411,750,Germany,Female,52,6
15789425,694,Germany,Female,37,8
15570943,711,Germany,Female,35,2
15685829,551,France,Male,37,3
15721917,559,France,Female,38,8
15776047,620,France,Female,29,3
15716024,660,Spain,Male,42,5
15675328,449,France,Female,37,6
15604314,703,Germany,Female,26,1
15658339,795,Germany,Male,37,2
15630402,594,France,Female,31,9
15689616,586,Spain,Male,34,5
15774224,613,Germany,Female,30,5
15701291,601,France,Male,44,3
15719606,657,France,Male,50,9
15644119,531,France,Male,31,3
15646859,621,Germany,Male,47,7
15606836,782,France,Female,33,2
15664150,528,Germany,Female,29,9
15624510,696,France,Male,52,6
15810944,586,France,Female,35,7
15668575,626,Spain,Female,26,8
15603246,498,France,Male,73,2
15804002,691,France,Female,33,1
15728773,568,France,Female,47,7
15598044,715,France,Female,35,3
15694829,680,Germany,Male,32,7
15600575,802,Spain,Male,41,6
15727311,539,France,Female,22,0
15570769,494,France,Male,69,9
15606274,594,Germany,Male,38,6
15746139,596,France,Male,33,2
15704987,649,France,Female,52,8
15628972,699,Germany,Male,32,1
15697686,787,France,Female,40,6
15733883,604,France,Male,28,7
15617482,489,Germany,Female,52,1
15704583,651,France,Male,56,2
15621083,698,France,Male,57,6
15649487,578,Germany,Female,38,4
15736760,538,Spain,Female,42,9
15714658,696,France,Female,33,4
15599081,507,Germany,Female,46,8
15705113,685,Spain,Male,34,6
15631159,705,Germany,Male,41,4
15792818,499,Germany,Female,29,6
15633531,717,France,Female,76,9
15744529,510,France,Male,63,8
15669656,632,France,Male,32,6
15581198,668,Germany,Female,39,0
15729054,744,Germany,Male,32,4
15573452,663,Germany,Male,42,7
15776733,638,Germany,Female,37,7
15724858,688,France,Female,54,9
15713144,588,Spain,Male,46,8
15690188,631,France,Male,33,7
15689425,687,Spain,Male,35,8
15671766,599,France,Male,44,10
15782806,718,Spain,Male,28,6
15764419,730,France,Male,27,5
15591915,533,France,Female,39,2
15772798,711,Spain,Female,28,5
15792008,555,Spain,Female,26,9
15715541,850,France,Female,42,9
15639277,678,France,Female,41,9
15798850,576,France,Male,32,7
15776348,835,Germany,Male,20,4
15727696,592,France,Male,42,1
15793813,774,France,Male,36,7
15694395,620,France,Female,29,1
15764195,519,Spain,Male,39,4
15744919,734,Spain,Female,37,0
15671655,763,Germany,Male,31,7
15654901,733,France,Male,51,10
15649136,650,France,Female,43,6
15775562,538,France,Female,33,5
15807481,577,France,Female,46,1
15642885,792,France,Male,30,8
15789109,686,France,Female,41,10
15814004,589,France,Male,29,2
15673619,530,France,Male,25,9
15595135,778,Germany,Female,29,7
15583681,616,Spain,Male,31,7
15605000,550,France,Male,38,9
15718071,655,France,Female,51,3
15679760,721,France,Male,46,1
15654574,499,Germany,Male,36,5
15577178,511,France,Male,45,5
15595324,579,Germany,Female,39,5
15756932,696,Spain,Female,36,7
15726358,681,France,Male,34,7
15595228,815,France,Male,45,7
15782530,681,Spain,Male,30,2
15592877,641,Spain,Male,42,9
15651983,591,France,Female,56,9
15746737,565,Germany,Male,59,9
15774179,487,France,Male,37,6
15667265,729,France,Male,39,4
15655123,505,Spain,Female,45,9
15595917,580,France,Female,35,1
15668385,642,France,Male,40,1
15709476,850,Spain,Female,41,3
15711218,616,Germany,Male,39,2
15798659,526,Spain,Female,43,3
15663939,523,Germany,Male,35,8
15694946,663,France,Male,35,9
15631912,840,France,Male,30,8
15768816,570,Germany,Male,42,0
15682268,676,Germany,Female,26,1
15684801,689,France,Male,47,1
15636428,703,Spain,Female,45,1
15809823,491,Germany,Male,19,2
15699284,584,France,Male,49,8
15786993,810,France,Female,51,5
15709441,745,Spain,Female,59,8
15710257,625,France,Female,39,3
15582492,535,France,Female,29,2
15575694,729,Spain,Female,45,7
15756820,655,France,Female,26,7
15766289,751,France,Male,47,5
15593014,525,France,Male,33,1
15584545,532,France,Female,40,5
15675949,696,Spain,Female,43,4
15672091,786,Germany,Female,32,2
15801658,580,France,Male,55,6
15706185,596,Germany,Male,47,5
15789863,683,France,Male,39,4
15720943,747,France,Female,45,1
15697997,602,France,Male,33,5
15665416,779,France,Male,62,10
15660200,551,France,Male,31,1
15619653,666,France,Male,47,2
15773447,526,Spain,Male,30,8
15739160,849,France,Female,41,9
15689237,471,France,Female,27,4
15679297,628,Spain,Male,43,3
15591433,674,Germany,Male,43,8
15642725,797,France,Male,32,10
15701962,590,Spain,Female,29,2
15811613,588,France,Female,27,8
15741049,577,France,Male,29,7
15724423,571,France,Female,38,6
15574305,680,France,Male,36,3
15678168,648,Spain,Female,27,7
15697020,618,France,Male,39,2
15610801,648,Germany,Male,41,5
15745232,759,France,Female,39,6
15722758,585,France,Male,40,7
15792102,774,France,Female,42,3
15675185,697,Germany,Female,48,2
15801247,605,Spain,Male,39,10
15725660,676,France,Male,20,1
15638963,678,France,Female,22,4
15800061,495,Spain,Female,45,3
15578006,787,France,Female,85,10
15668504,770,France,Male,36,2
15687491,817,Germany,Male,45,9
15610403,659,France,Male,43,1
15741094,693,France,Male,21,1
15807909,744,France,Male,47,9
15666141,829,Spain,Female,26,8
15617134,716,France,Male,38,4
15783029,671,France,Male,34,7
15622833,835,Germany,Female,29,10
15746422,636,France,Female,38,1
15750839,649,Spain,Male,29,2
15749130,621,Germany,Male,27,1
15779862,658,Germany,Female,31,3
15767871,784,Spain,Male,48,7
15679651,783,Spain,Female,37,1
15576219,615,France,Male,32,4
15699247,791,France,Female,44,5
15619087,762,France,Male,53,1
15605327,607,France,Male,35,2
15610140,601,France,Female,34,5
15791174,540,Spain,Male,67,1
15602373,812,France,Male,44,4
15762605,685,France,Male,58,1
15598840,680,France,Male,33,1
15744279,680,Spain,Female,58,8
15670619,631,France,Female,33,8
15599533,569,France,Female,43,7
15757837,584,Germany,Male,33,3
15697574,582,France,Female,40,9
15578738,609,France,Male,32,7
15762228,506,Spain,Male,35,6
15614827,503,France,Male,42,8
15789815,503,France,Female,28,5
15579781,806,Germany,Male,31,10
15587013,653,France,Female,31,7
15570932,666,France,Male,43,7
15794661,674,Spain,Male,32,2
15581654,798,France,Male,32,7
15644296,740,France,Female,30,8
15614420,531,Germany,Female,32,0
15609653,614,Germany,Female,44,6
15594577,556,France,Male,35,10
15584114,678,Germany,Female,43,2
15673367,587,Germany,Male,33,6
15685576,527,Spain,Female,36,6
15774727,757,Germany,Female,34,1
15694288,468,Spain,Male,28,3
15603319,693,France,Male,29,2
15759066,483,France,Female,44,5
15814816,466,France,Male,40,4
15724402,770,France,Female,30,8
15571059,734,France,Female,54,3
15674206,716,France,Female,22,8
15715160,439,France,Male,36,2
15730448,538,Germany,Male,25,5
15662067,743,France,Male,40,8
15779581,734,Spain,Female,43,3
15662901,656,France,Male,37,2
15689751,666,France,Female,31,2
15667742,627,Spain,Male,41,5
15738448,480,Germany,Female,25,3
15680243,792,France,Male,19,7
15745083,613,Germany,Male,59,8
15708228,476,Germany,Male,30,3
15628523,539,France,Female,24,3
15708196,696,Spain,Male,60,8
15735549,810,Germany,Male,35,3
15809347,763,Germany,Male,32,9
15660866,640,France,Female,29,3
15766609,655,France,Female,47,10
15654230,526,Germany,Male,31,5
15794566,678,France,Female,28,4
15800890,554,France,Female,45,6
15697424,597,Spain,Female,30,2
15724536,560,Spain,Female,28,1
15735878,850,Germany,Female,47,10
15707596,546,Germany,Female,74,8
15657163,623,Germany,Male,42,1
15622478,698,France,Female,40,7
15779529,620,France,Male,32,7
15636023,619,France,Female,40,10
15582066,561,France,Male,21,4
15666675,753,France,Female,39,7
15732987,721,Spain,Male,43,3
15789432,451,France,Male,33,6
15663161,680,Germany,Female,51,5
15694879,590,Spain,Female,23,7
15593715,634,Germany,Male,27,3
15575002,676,France,Male,29,4
15622171,642,France,Male,30,8
15795224,760,France,Male,39,6
15685346,736,Spain,Female,26,4
15691808,656,France,Male,43,7
15721007,776,Germany,Male,33,8
15794253,832,Spain,Female,34,6
15694453,631,Germany,Male,37,9
15813113,795,Spain,Female,56,5
15614187,648,Germany,Female,39,3
15619407,615,France,Male,39,4
15646227,682,France,Female,27,1
15660541,694,France,Male,34,5
15753874,694,France,Male,37,10
15617877,607,France,Male,44,0
15772073,664,France,Male,48,10
15701537,756,France,Male,60,2
15736228,645,France,Female,40,3
15780572,653,Spain,Male,30,4
15769596,710,Germany,Female,24,2
15586996,697,France,Female,76,7
15722061,619,Germany,Female,41,8
15638003,648,Spain,Male,55,1
15775590,482,Germany,Female,48,2
15730688,548,France,Female,28,8
15753102,752,Spain,Male,44,6
15810075,648,France,Female,39,6
15723373,643,Spain,Female,34,8
15795298,573,Germany,Female,35,9
15584320,686,France,Female,39,3
15724161,644,France,Female,40,9
15750056,702,France,Female,29,6
15609637,652,France,Male,51,7
15794493,641,Spain,Male,32,7
15569641,692,Germany,Female,41,8
15815236,574,Spain,Male,34,5
15811177,643,France,Female,31,3
15680587,834,France,Male,23,4
15672821,591,France,Male,28,5
15767681,470,Spain,Male,34,9
15600379,608,Spain,Male,34,7
15801336,649,Germany,Female,37,8
15721592,665,France,Female,38,5
15581282,651,France,Female,39,6
15746203,555,Germany,Male,62,4
15583137,637,France,Female,48,7
15680752,675,France,Female,49,0
15688172,677,Spain,Male,40,5
15791373,850,Germany,Female,35,2
15589449,815,France,Female,56,3
15692819,665,Germany,Male,32,1
15727467,485,France,Female,27,3
15734312,577,Spain,Male,43,6
15764604,586,France,Female,35,7
15613014,722,Germany,Male,29,1
15759684,528,France,Female,27,7
15609669,542,France,Female,39,4
15685536,552,France,Female,34,5
15750447,678,France,Female,60,10
15663249,575,Spain,Female,37,9
15638646,669,France,Female,43,1
15734161,636,France,Male,43,6
15631070,667,Germany,Male,55,9
15761950,652,Germany,Female,45,9
15649668,637,Germany,Female,36,10
15713912,516,Spain,Female,45,8
15586757,801,France,Female,32,4
15596522,692,France,Female,42,2
15625395,585,France,Female,28,6
15760570,590,France,Male,32,5
15566689,554,Spain,Male,66,8
15725794,659,France,Female,49,1
15673539,690,France,Female,26,3
15705298,697,Germany,Male,29,0
15675791,610,France,Male,36,4
15747043,599,Spain,Male,36,4
15736397,544,France,Male,23,1
15678201,548,France,Female,46,1
15720745,635,Spain,Male,24,4
15637593,722,France,Male,20,6
15598070,564,France,Female,33,4
15787550,719,France,Male,69,3
15603942,547,Germany,Male,50,3
15733973,850,France,Female,42,8
15596761,515,Germany,Male,60,9
15652400,667,Spain,Male,56,2
15717893,607,Germany,Male,36,8
15622585,525,France,Male,26,7
15733964,606,Spain,Female,53,1
15753861,686,Germany,Female,27,1
15747097,611,France,Male,35,10
15594762,827,Spain,Male,46,1
15667417,572,France,Male,33,9
15684861,726,France,Female,32,8
